,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long,Stop_Signs,Bus_stop,Paving,Collisions_Future,Collisions_Historical,Collision_binary_historical,Collision_binary_future
3018,3018,37.72993752631579,37.73084113157894,-122.48366286956522,-122.48480298550726,37.730389,-122.484233,0.0,0.0,0.0,0.0,0.0,0,0
3019,3019,37.72993752631579,37.73084113157894,-122.48480298550726,-122.48594310144928,37.730389,-122.485373,0.0,0.0,0.0,0.0,0.0,0,0
3020,3020,37.72993752631579,37.73084113157894,-122.48594310144928,-122.48708321739132,37.730389,-122.486513,0.0,0.0,1.0,0.0,0.0,0,0
3021,3021,37.72993752631579,37.73084113157894,-122.48708321739132,-122.48822333333334,37.730389,-122.487653,0.0,0.0,0.0,0.0,0.0,0,0
3022,3022,37.72993752631579,37.73084113157894,-122.48822333333334,-122.48936344927536,37.730389,-122.488793,0.0,0.0,0.0,3.0,0.0,0,1
3023,3023,37.72993752631579,37.73084113157894,-122.48936344927536,-122.4905035652174,37.730389,-122.489934,0.0,0.0,0.0,0.0,0.0,0,0
3024,3024,37.72993752631579,37.73084113157894,-122.4905035652174,-122.49164368115945,37.730389,-122.491074,1.0,0.0,0.0,0.0,0.0,0,0
3025,3025,37.72993752631579,37.73084113157894,-122.49164368115945,-122.49278379710144,37.730389,-122.492214,0.0,0.0,0.0,0.0,0.0,0,0
3026,3026,37.72993752631579,37.73084113157894,-122.49278379710144,-122.49392391304347,37.730389,-122.493354,0.0,1.0,0.0,0.0,0.0,0,0
3027,3027,37.72993752631579,37.73084113157894,-122.49392391304347,-122.49506402898552,37.730389,-122.494494,0.0,0.0,5.0,1.0,0.0,0,1
3028,3028,37.72993752631579,37.73084113157894,-122.49506402898552,-122.49620414492756,37.730389,-122.495634,0.0,0.0,3.0,0.0,0.0,0,0
3029,3029,37.72993752631579,37.73084113157894,-122.49620414492756,-122.49734426086955,37.730389,-122.496774,0.0,0.0,1.0,0.0,0.0,0,0
3030,3030,37.72993752631579,37.73084113157894,-122.49734426086955,-122.4984843768116,37.730389,-122.497914,0.0,0.0,1.0,0.0,0.0,0,0
3031,3031,37.72993752631579,37.73084113157894,-122.4984843768116,-122.49962449275364,37.730389,-122.499054,0.0,0.0,0.0,0.0,0.0,0,0
3032,3032,37.72993752631579,37.73084113157894,-122.49962449275364,-122.50076460869566,37.730389,-122.500195,0.0,0.0,0.0,0.0,0.0,0,0
3033,3033,37.72993752631579,37.73084113157894,-122.50076460869566,-122.50190472463768,37.730389,-122.501335,0.0,0.0,0.0,0.0,0.0,0,0
3035,3035,37.72993752631579,37.73084113157894,-122.50304484057972,-122.50418495652174,37.730389,-122.503615,0.0,0.0,0.0,0.0,0.0,0,0
3036,3036,37.72993752631579,37.73084113157894,-122.50418495652174,-122.50532507246378,37.730389,-122.504755,0.0,0.0,0.0,0.0,0.0,0,0
3037,3037,37.72993752631579,37.73084113157894,-122.50532507246378,-122.5064651884058,37.730389,-122.505895,0.0,0.0,0.0,0.0,0.0,0,0
3038,3038,37.72993752631579,37.73084113157894,-122.5064651884058,-122.50760530434783,37.730389,-122.507035,0.0,0.0,0.0,0.0,0.0,0,0
3039,3039,37.72993752631579,37.73084113157894,-122.50760530434783,-122.50874542028986,37.730389,-122.508175,0.0,0.0,0.0,0.0,0.0,0,0
3040,3040,37.72993752631579,37.73084113157894,-122.50874542028986,-122.50988553623188,37.730389,-122.509315,0.0,0.0,0.0,0.0,0.0,0,0
3041,3041,37.73084113157894,37.7317447368421,-122.36167046376812,-122.36281057971016,37.731293,-122.362241,0.0,0.0,0.0,0.0,0.0,0,0
3042,3042,37.73084113157894,37.7317447368421,-122.36281057971016,-122.36395069565218,37.731293,-122.363381,0.0,0.0,0.0,0.0,0.0,0,0
3043,3043,37.73084113157894,37.7317447368421,-122.36395069565218,-122.3650908115942,37.731293,-122.364521,0.0,0.0,0.0,0.0,0.0,0,0
3044,3044,37.73084113157894,37.7317447368421,-122.3650908115942,-122.36623092753624,37.731293,-122.365661,0.0,0.0,0.0,0.0,0.0,0,0
3045,3045,37.73084113157894,37.7317447368421,-122.36623092753624,-122.36737104347829,37.731293,-122.366801,0.0,0.0,0.0,0.0,0.0,0,0
3046,3046,37.73084113157894,37.7317447368421,-122.36737104347829,-122.3685111594203,37.731293,-122.367941,0.0,0.0,0.0,0.0,0.0,0,0
3047,3047,37.73084113157894,37.7317447368421,-122.3685111594203,-122.36965127536232,37.731293,-122.369081,0.0,0.0,0.0,0.0,0.0,0,0
3048,3048,37.73084113157894,37.7317447368421,-122.36965127536232,-122.37079139130437,37.731293,-122.370221,0.0,0.0,0.0,0.0,0.0,0,0
3049,3049,37.73084113157894,37.7317447368421,-122.37079139130437,-122.3719315072464,37.731293,-122.371361,0.0,0.0,0.0,0.0,0.0,0,0
3050,3050,37.73084113157894,37.7317447368421,-122.3719315072464,-122.3730716231884,37.731293,-122.372502,0.0,0.0,0.0,0.0,0.0,0,0
3052,3052,37.73084113157894,37.7317447368421,-122.37421173913044,-122.37535185507248,37.731293,-122.374782,0.0,0.0,0.0,0.0,0.0,0,0
3053,3053,37.73084113157894,37.7317447368421,-122.37535185507248,-122.3764919710145,37.731293,-122.375922,0.0,0.0,0.0,0.0,0.0,0,0
3054,3054,37.73084113157894,37.7317447368421,-122.3764919710145,-122.37763208695652,37.731293,-122.377062,0.0,1.0,0.0,0.0,0.0,0,0
3055,3055,37.73084113157894,37.7317447368421,-122.37763208695652,-122.37877220289856,37.731293,-122.378202,0.0,0.0,1.0,0.0,0.0,0,0
3057,3057,37.73084113157894,37.7317447368421,-122.37991231884058,-122.38105243478262,37.731293,-122.380482,0.0,0.0,0.0,0.0,0.0,0,0
3059,3059,37.73084113157894,37.7317447368421,-122.38219255072464,-122.38333266666667,37.731293,-122.382763,0.0,0.0,2.0,0.0,0.0,0,0
3060,3060,37.73084113157894,37.7317447368421,-122.38333266666667,-122.3844727826087,37.731293,-122.383903,0.0,0.0,1.0,0.0,0.0,0,0
3061,3061,37.73084113157894,37.7317447368421,-122.3844727826087,-122.38561289855072,37.731293,-122.385043,0.0,0.0,0.0,0.0,0.0,0,0
3062,3062,37.73084113157894,37.7317447368421,-122.38561289855072,-122.38675301449275,37.731293,-122.386183,0.0,0.0,1.0,0.0,0.0,0,0
3064,3064,37.73084113157894,37.7317447368421,-122.3878931304348,-122.3890332463768,37.731293,-122.388463,0.0,0.0,0.0,0.0,0.0,0,0
3068,3068,37.73084113157894,37.7317447368421,-122.3924535942029,-122.39359371014493,37.731293,-122.393024,0.0,0.0,1.0,0.0,0.0,0,0
3069,3069,37.73084113157894,37.7317447368421,-122.39359371014493,-122.39473382608696,37.731293,-122.394164,6.0,0.0,0.0,0.0,0.0,0,0
3070,3070,37.73084113157894,37.7317447368421,-122.39473382608696,-122.39587394202898,37.731293,-122.395304,2.0,2.0,0.0,0.0,0.0,0,0
3071,3071,37.73084113157894,37.7317447368421,-122.39587394202898,-122.39701405797102,37.731293,-122.396444,3.0,0.0,0.0,3.0,0.0,0,1
3072,3072,37.73084113157894,37.7317447368421,-122.39701405797102,-122.39815417391306,37.731293,-122.397584,2.0,0.0,0.0,0.0,0.0,0,0
3073,3073,37.73084113157894,37.7317447368421,-122.39815417391306,-122.39929428985508,37.731293,-122.398724,4.0,0.0,0.0,0.0,0.0,0,0
3075,3075,37.73084113157894,37.7317447368421,-122.40043440579711,-122.40157452173914,37.731293,-122.401004,0.0,0.0,0.0,0.0,0.0,0,0
3076,3076,37.73084113157894,37.7317447368421,-122.40157452173914,-122.40271463768116,37.731293,-122.402145,5.0,0.0,1.0,0.0,0.0,0,0
3077,3077,37.73084113157894,37.7317447368421,-122.40271463768116,-122.4038547536232,37.731293,-122.403285,0.0,0.0,1.0,0.0,0.0,0,0
3078,3078,37.73084113157894,37.7317447368421,-122.4038547536232,-122.40499486956524,37.731293,-122.404425,0.0,0.0,0.0,0.0,0.0,0,0
3080,3080,37.73084113157894,37.7317447368421,-122.40613498550724,-122.40727510144929,37.731293,-122.406705,0.0,0.0,0.0,0.0,0.0,0,0
3081,3081,37.73084113157894,37.7317447368421,-122.40727510144929,-122.40841521739132,37.731293,-122.407845,0.0,0.0,0.0,0.0,0.0,0,0
3083,3083,37.73084113157894,37.7317447368421,-122.40955533333334,-122.41069544927537,37.731293,-122.410125,2.0,1.0,0.0,0.0,0.0,0,0
3084,3084,37.73084113157894,37.7317447368421,-122.41069544927537,-122.4118355652174,37.731293,-122.411266,2.0,1.0,0.0,0.0,0.0,0,0
3085,3085,37.73084113157894,37.7317447368421,-122.4118355652174,-122.41297568115942,37.731293,-122.412406,0.0,0.0,0.0,0.0,0.0,0,0
3086,3086,37.73084113157894,37.7317447368421,-122.41297568115942,-122.41411579710146,37.731293,-122.413546,2.0,0.0,1.0,0.0,0.0,0,0
3087,3087,37.73084113157894,37.7317447368421,-122.41411579710146,-122.41525591304348,37.731293,-122.414686,1.0,0.0,0.0,0.0,0.0,0,0
3088,3088,37.73084113157894,37.7317447368421,-122.41525591304348,-122.41639602898552,37.731293,-122.415826,0.0,0.0,0.0,0.0,0.0,0,0
3089,3089,37.73084113157894,37.7317447368421,-122.41639602898552,-122.41753614492754,37.731293,-122.416966,0.0,0.0,0.0,0.0,0.0,0,0
3090,3090,37.73084113157894,37.7317447368421,-122.41753614492754,-122.41867626086956,37.731293,-122.418106,0.0,0.0,0.0,0.0,0.0,0,0
3092,3092,37.73084113157894,37.7317447368421,-122.4198163768116,-122.42095649275365,37.731293,-122.420386,2.0,0.0,0.0,0.0,0.0,0,0
3094,3094,37.73084113157894,37.7317447368421,-122.42209660869564,-122.42323672463768,37.731293,-122.422667,0.0,0.0,1.0,0.0,0.0,0,0
3095,3095,37.73084113157894,37.7317447368421,-122.42323672463768,-122.42437684057973,37.731293,-122.423807,0.0,0.0,3.0,0.0,0.0,0,0
3098,3098,37.73084113157894,37.7317447368421,-122.42665707246375,-122.4277971884058,37.731293,-122.427227,0.0,0.0,1.0,0.0,0.0,0,0
3099,3099,37.73084113157894,37.7317447368421,-122.4277971884058,-122.42893730434784,37.731293,-122.428367,0.0,0.0,2.0,0.0,0.0,0,0
3101,3101,37.73084113157894,37.7317447368421,-122.43007742028986,-122.43121753623188,37.731293,-122.430647,1.0,0.0,1.0,0.0,0.0,0,0
3103,3103,37.73084113157894,37.7317447368421,-122.43235765217392,-122.43349776811594,37.731293,-122.432928,0.0,0.0,0.0,0.0,0.0,0,0
3104,3104,37.73084113157894,37.7317447368421,-122.43349776811594,-122.43463788405798,37.731293,-122.434068,0.0,0.0,0.0,0.0,0.0,0,0
3105,3105,37.73084113157894,37.7317447368421,-122.43463788405798,-122.435778,37.731293,-122.435208,1.0,0.0,0.0,1.0,0.0,0,1
3106,3106,37.73084113157894,37.7317447368421,-122.435778,-122.43691811594204,37.731293,-122.436348,1.0,0.0,0.0,3.0,0.0,0,1
3107,3107,37.73084113157894,37.7317447368421,-122.43691811594204,-122.43805823188409,37.731293,-122.437488,1.0,1.0,0.0,0.0,0.0,0,0
3108,3108,37.73084113157894,37.7317447368421,-122.43805823188409,-122.43919834782608,37.731293,-122.438628,0.0,0.0,0.0,0.0,0.0,0,0
3110,3110,37.73084113157894,37.7317447368421,-122.44033846376811,-122.44147857971016,37.731293,-122.440909,0.0,0.0,0.0,0.0,0.0,0,0
3111,3111,37.73084113157894,37.7317447368421,-122.44147857971016,-122.4426186956522,37.731293,-122.442049,4.0,2.0,1.0,1.0,0.0,0,1
3112,3112,37.73084113157894,37.7317447368421,-122.4426186956522,-122.4437588115942,37.731293,-122.443189,0.0,0.0,0.0,0.0,0.0,0,0
3113,3113,37.73084113157894,37.7317447368421,-122.4437588115942,-122.44489892753624,37.731293,-122.444329,0.0,2.0,0.0,1.0,0.0,0,1
3114,3114,37.73084113157894,37.7317447368421,-122.44489892753624,-122.44603904347828,37.731293,-122.445469,0.0,0.0,0.0,0.0,0.0,0,0
3116,3116,37.73084113157894,37.7317447368421,-122.4471791594203,-122.44831927536232,37.731293,-122.447749,1.0,0.0,0.0,0.0,0.0,0,0
3118,3118,37.73084113157894,37.7317447368421,-122.44945939130436,-122.45059950724638,37.731293,-122.450029,0.0,0.0,0.0,0.0,0.0,0,0
3120,3120,37.73084113157894,37.7317447368421,-122.45173962318842,-122.45287973913044,37.731293,-122.45231,0.0,0.0,0.0,0.0,0.0,0,0
3121,3121,37.73084113157894,37.7317447368421,-122.45287973913044,-122.45401985507247,37.731293,-122.45345,5.0,2.0,0.0,1.0,0.0,0,1
3123,3123,37.73084113157894,37.7317447368421,-122.4551599710145,-122.45630008695652,37.731293,-122.45573,2.0,2.0,0.0,0.0,0.0,0,0
3124,3124,37.73084113157894,37.7317447368421,-122.45630008695652,-122.45744020289855,37.731293,-122.45687,2.0,1.0,0.0,0.0,0.0,0,0
3126,3126,37.73084113157894,37.7317447368421,-122.4585803188406,-122.4597204347826,37.731293,-122.45915,0.0,0.0,0.0,0.0,0.0,0,0
3127,3127,37.73084113157894,37.7317447368421,-122.4597204347826,-122.46086055072465,37.731293,-122.46029,0.0,0.0,1.0,0.0,0.0,0,0
3128,3128,37.73084113157894,37.7317447368421,-122.46086055072465,-122.46200066666668,37.731293,-122.461431,3.0,0.0,0.0,0.0,0.0,0,0
3129,3129,37.73084113157894,37.7317447368421,-122.46200066666668,-122.4631407826087,37.731293,-122.462571,0.0,0.0,0.0,0.0,0.0,0,0
3131,3131,37.73084113157894,37.7317447368421,-122.46428089855073,-122.46542101449276,37.731293,-122.464851,4.0,0.0,4.0,0.0,0.0,0,0
3132,3132,37.73084113157894,37.7317447368421,-122.46542101449276,-122.46656113043478,37.731293,-122.465991,0.0,0.0,1.0,0.0,0.0,0,0
3133,3133,37.73084113157894,37.7317447368421,-122.46656113043478,-122.46770124637682,37.731293,-122.467131,0.0,0.0,1.0,0.0,0.0,0,0
3134,3134,37.73084113157894,37.7317447368421,-122.46770124637682,-122.46884136231884,37.731293,-122.468271,0.0,0.0,0.0,0.0,0.0,0,0
3135,3135,37.73084113157894,37.7317447368421,-122.46884136231884,-122.46998147826088,37.731293,-122.469411,0.0,0.0,0.0,0.0,0.0,0,0
3136,3136,37.73084113157894,37.7317447368421,-122.46998147826088,-122.4711215942029,37.731293,-122.470552,0.0,0.0,0.0,0.0,0.0,0,0
3138,3138,37.73084113157894,37.7317447368421,-122.47226171014492,-122.47340182608696,37.731293,-122.472832,3.0,1.0,0.0,0.0,0.0,0,0
3139,3139,37.73084113157894,37.7317447368421,-122.47340182608696,-122.474541942029,37.731293,-122.473972,2.0,3.0,0.0,0.0,0.0,0,0
3142,3142,37.73084113157894,37.7317447368421,-122.47682217391304,-122.47796228985509,37.731293,-122.477392,3.0,0.0,6.0,0.0,0.0,0,0
3143,3143,37.73084113157894,37.7317447368421,-122.47796228985509,-122.47910240579712,37.731293,-122.478532,0.0,0.0,2.0,0.0,0.0,0,0
3144,3144,37.73084113157894,37.7317447368421,-122.47910240579712,-122.48024252173914,37.731293,-122.479672,3.0,0.0,5.0,0.0,0.0,0,0
3145,3145,37.73084113157894,37.7317447368421,-122.48024252173914,-122.48138263768116,37.731293,-122.480813,0.0,0.0,4.0,0.0,0.0,0,0
3146,3146,37.73084113157894,37.7317447368421,-122.48138263768116,-122.4825227536232,37.731293,-122.481953,3.0,0.0,2.0,0.0,0.0,0,0
3147,3147,37.73084113157894,37.7317447368421,-122.4825227536232,-122.48366286956522,37.731293,-122.483093,3.0,0.0,0.0,0.0,0.0,0,0
3148,3148,37.73084113157894,37.7317447368421,-122.48366286956522,-122.48480298550726,37.731293,-122.484233,3.0,0.0,0.0,0.0,0.0,0,0
3149,3149,37.73084113157894,37.7317447368421,-122.48480298550726,-122.48594310144928,37.731293,-122.485373,3.0,0.0,1.0,0.0,0.0,0,0
3150,3150,37.73084113157894,37.7317447368421,-122.48594310144928,-122.48708321739132,37.731293,-122.486513,4.0,0.0,0.0,0.0,0.0,0,0
3151,3151,37.73084113157894,37.7317447368421,-122.48708321739132,-122.48822333333334,37.731293,-122.487653,0.0,0.0,0.0,0.0,0.0,0,0
3152,3152,37.73084113157894,37.7317447368421,-122.48822333333334,-122.48936344927536,37.731293,-122.488793,4.0,0.0,0.0,0.0,0.0,0,0
3153,3153,37.73084113157894,37.7317447368421,-122.48936344927536,-122.4905035652174,37.731293,-122.489934,0.0,0.0,0.0,0.0,0.0,0,0
3154,3154,37.73084113157894,37.7317447368421,-122.4905035652174,-122.49164368115945,37.731293,-122.491074,0.0,0.0,0.0,0.0,0.0,0,0
3155,3155,37.73084113157894,37.7317447368421,-122.49164368115945,-122.49278379710144,37.731293,-122.492214,0.0,0.0,0.0,0.0,0.0,0,0
3156,3156,37.73084113157894,37.7317447368421,-122.49278379710144,-122.49392391304347,37.731293,-122.493354,0.0,0.0,0.0,0.0,0.0,0,0
3157,3157,37.73084113157894,37.7317447368421,-122.49392391304347,-122.49506402898552,37.731293,-122.494494,0.0,0.0,1.0,0.0,0.0,0,0
3158,3158,37.73084113157894,37.7317447368421,-122.49506402898552,-122.49620414492756,37.731293,-122.495634,0.0,0.0,2.0,0.0,0.0,0,0
3159,3159,37.73084113157894,37.7317447368421,-122.49620414492756,-122.49734426086955,37.731293,-122.496774,0.0,0.0,5.0,0.0,0.0,0,0
3162,3162,37.73084113157894,37.7317447368421,-122.49962449275364,-122.50076460869566,37.731293,-122.500195,0.0,0.0,0.0,0.0,0.0,0,0
3163,3163,37.73084113157894,37.7317447368421,-122.50076460869566,-122.50190472463768,37.731293,-122.501335,0.0,0.0,0.0,0.0,0.0,0,0
3164,3164,37.73084113157894,37.7317447368421,-122.50190472463768,-122.50304484057972,37.731293,-122.502475,0.0,0.0,0.0,0.0,0.0,0,0
3165,3165,37.73084113157894,37.7317447368421,-122.50304484057972,-122.50418495652174,37.731293,-122.503615,0.0,0.0,0.0,0.0,0.0,0,0
3166,3166,37.73084113157894,37.7317447368421,-122.50418495652174,-122.50532507246378,37.731293,-122.504755,0.0,0.0,0.0,0.0,0.0,0,0
3167,3167,37.73084113157894,37.7317447368421,-122.50532507246378,-122.5064651884058,37.731293,-122.505895,0.0,0.0,0.0,0.0,0.0,0,0
3168,3168,37.73084113157894,37.7317447368421,-122.5064651884058,-122.50760530434783,37.731293,-122.507035,0.0,0.0,0.0,0.0,0.0,0,0
3169,3169,37.73084113157894,37.7317447368421,-122.50760530434783,-122.50874542028986,37.731293,-122.508175,0.0,0.0,0.0,0.0,0.0,0,0
3170,3170,37.73084113157894,37.7317447368421,-122.50874542028986,-122.50988553623188,37.731293,-122.509315,0.0,0.0,0.0,0.0,0.0,0,0
3171,3171,37.7317447368421,37.732648342105264,-122.36395069565218,-122.3650908115942,37.732197,-122.364521,0.0,0.0,0.0,0.0,0.0,0,0
3172,3172,37.7317447368421,37.732648342105264,-122.3650908115942,-122.36623092753624,37.732197,-122.365661,0.0,0.0,0.0,0.0,0.0,0,0
3173,3173,37.7317447368421,37.732648342105264,-122.36623092753624,-122.36737104347829,37.732197,-122.366801,0.0,0.0,0.0,0.0,0.0,0,0
3174,3174,37.7317447368421,37.732648342105264,-122.36737104347829,-122.3685111594203,37.732197,-122.367941,0.0,0.0,0.0,0.0,0.0,0,0
3175,3175,37.7317447368421,37.732648342105264,-122.3685111594203,-122.36965127536232,37.732197,-122.369081,0.0,0.0,0.0,0.0,0.0,0,0
3176,3176,37.7317447368421,37.732648342105264,-122.36965127536232,-122.37079139130437,37.732197,-122.370221,0.0,0.0,0.0,0.0,0.0,0,0
3177,3177,37.7317447368421,37.732648342105264,-122.37079139130437,-122.3719315072464,37.732197,-122.371361,0.0,0.0,0.0,0.0,0.0,0,0
3178,3178,37.7317447368421,37.732648342105264,-122.3719315072464,-122.3730716231884,37.732197,-122.372502,0.0,0.0,0.0,0.0,0.0,0,0
3179,3179,37.7317447368421,37.732648342105264,-122.3730716231884,-122.37421173913044,37.732197,-122.373642,0.0,0.0,0.0,0.0,0.0,0,0
3180,3180,37.7317447368421,37.732648342105264,-122.37421173913044,-122.37535185507248,37.732197,-122.374782,0.0,0.0,0.0,0.0,0.0,0,0
3181,3181,37.7317447368421,37.732648342105264,-122.37535185507248,-122.3764919710145,37.732197,-122.375922,0.0,2.0,0.0,0.0,0.0,0,0
3183,3183,37.7317447368421,37.732648342105264,-122.37763208695652,-122.37877220289856,37.732197,-122.378202,0.0,0.0,0.0,0.0,0.0,0,0
3185,3185,37.7317447368421,37.732648342105264,-122.37991231884058,-122.38105243478262,37.732197,-122.380482,3.0,0.0,0.0,0.0,0.0,0,0
3186,3186,37.7317447368421,37.732648342105264,-122.38105243478262,-122.38219255072464,37.732197,-122.381622,0.0,0.0,0.0,0.0,0.0,0,0
3187,3187,37.7317447368421,37.732648342105264,-122.38219255072464,-122.38333266666667,37.732197,-122.382763,0.0,0.0,1.0,0.0,0.0,0,0
3188,3188,37.7317447368421,37.732648342105264,-122.38333266666667,-122.3844727826087,37.732197,-122.383903,1.0,1.0,4.0,3.0,0.0,0,1
3189,3189,37.7317447368421,37.732648342105264,-122.3844727826087,-122.38561289855072,37.732197,-122.385043,1.0,0.0,4.0,0.0,0.0,0,0
3192,3192,37.7317447368421,37.732648342105264,-122.3878931304348,-122.3890332463768,37.732197,-122.388463,0.0,0.0,1.0,0.0,0.0,0,0
3194,3194,37.7317447368421,37.732648342105264,-122.39017336231883,-122.39131347826088,37.732197,-122.390743,0.0,1.0,0.0,0.0,0.0,0,0
3196,3196,37.7317447368421,37.732648342105264,-122.3924535942029,-122.39359371014493,37.732197,-122.393024,3.0,0.0,0.0,0.0,0.0,0,0
3197,3197,37.7317447368421,37.732648342105264,-122.39359371014493,-122.39473382608696,37.732197,-122.394164,0.0,0.0,1.0,0.0,0.0,0,0
3199,3199,37.7317447368421,37.732648342105264,-122.39587394202898,-122.39701405797102,37.732197,-122.396444,0.0,1.0,0.0,0.0,0.0,0,0
3200,3200,37.7317447368421,37.732648342105264,-122.39701405797102,-122.39815417391306,37.732197,-122.397584,0.0,0.0,0.0,0.0,0.0,0,0
3201,3201,37.7317447368421,37.732648342105264,-122.39815417391306,-122.39929428985508,37.732197,-122.398724,0.0,0.0,0.0,0.0,0.0,0,0
3202,3202,37.7317447368421,37.732648342105264,-122.39929428985508,-122.40043440579711,37.732197,-122.399864,1.0,1.0,0.0,0.0,0.0,0,0
3203,3203,37.7317447368421,37.732648342105264,-122.40043440579711,-122.40157452173914,37.732197,-122.401004,0.0,0.0,1.0,0.0,0.0,0,0
3204,3204,37.7317447368421,37.732648342105264,-122.40157452173914,-122.40271463768116,37.732197,-122.402145,0.0,0.0,0.0,0.0,0.0,0,0
3205,3205,37.7317447368421,37.732648342105264,-122.40271463768116,-122.4038547536232,37.732197,-122.403285,0.0,0.0,0.0,0.0,0.0,0,0
3210,3210,37.7317447368421,37.732648342105264,-122.40841521739132,-122.40955533333334,37.732197,-122.408985,8.0,0.0,0.0,0.0,0.0,0,0
3211,3211,37.7317447368421,37.732648342105264,-122.40955533333334,-122.41069544927537,37.732197,-122.410125,0.0,0.0,0.0,0.0,0.0,0,0
3213,3213,37.7317447368421,37.732648342105264,-122.4118355652174,-122.41297568115942,37.732197,-122.412406,0.0,0.0,1.0,0.0,0.0,0,0
3215,3215,37.7317447368421,37.732648342105264,-122.41411579710146,-122.41525591304348,37.732197,-122.414686,0.0,0.0,0.0,0.0,0.0,0,0
3216,3216,37.7317447368421,37.732648342105264,-122.41525591304348,-122.41639602898552,37.732197,-122.415826,0.0,0.0,0.0,1.0,0.0,0,1
3217,3217,37.7317447368421,37.732648342105264,-122.41639602898552,-122.41753614492754,37.732197,-122.416966,0.0,0.0,0.0,0.0,0.0,0,0
3218,3218,37.7317447368421,37.732648342105264,-122.41753614492754,-122.41867626086956,37.732197,-122.418106,0.0,0.0,0.0,0.0,0.0,0,0
3220,3220,37.7317447368421,37.732648342105264,-122.4198163768116,-122.42095649275365,37.732197,-122.420386,0.0,0.0,0.0,0.0,0.0,0,0
3221,3221,37.7317447368421,37.732648342105264,-122.42095649275365,-122.42209660869564,37.732197,-122.421527,0.0,0.0,0.0,0.0,0.0,0,0
3222,3222,37.7317447368421,37.732648342105264,-122.42209660869564,-122.42323672463768,37.732197,-122.422667,0.0,0.0,0.0,0.0,0.0,0,0
3223,3223,37.7317447368421,37.732648342105264,-122.42323672463768,-122.42437684057973,37.732197,-122.423807,1.0,0.0,0.0,0.0,0.0,0,0
3224,3224,37.7317447368421,37.732648342105264,-122.42437684057973,-122.42551695652176,37.732197,-122.424947,3.0,0.0,0.0,0.0,0.0,0,0
3225,3225,37.7317447368421,37.732648342105264,-122.42551695652176,-122.42665707246375,37.732197,-122.426087,3.0,0.0,0.0,4.0,0.0,0,1
3227,3227,37.7317447368421,37.732648342105264,-122.4277971884058,-122.42893730434784,37.732197,-122.428367,0.0,1.0,0.0,0.0,0.0,0,0
3228,3228,37.7317447368421,37.732648342105264,-122.42893730434784,-122.43007742028986,37.732197,-122.429507,0.0,0.0,0.0,0.0,0.0,0,0
3229,3229,37.7317447368421,37.732648342105264,-122.43007742028986,-122.43121753623188,37.732197,-122.430647,1.0,0.0,0.0,0.0,0.0,0,0
3230,3230,37.7317447368421,37.732648342105264,-122.43121753623188,-122.43235765217392,37.732197,-122.431788,0.0,1.0,0.0,0.0,0.0,0,0
3231,3231,37.7317447368421,37.732648342105264,-122.43235765217392,-122.43349776811594,37.732197,-122.432928,0.0,1.0,0.0,0.0,0.0,0,0
3232,3232,37.7317447368421,37.732648342105264,-122.43349776811594,-122.43463788405798,37.732197,-122.434068,0.0,1.0,0.0,1.0,0.0,0,1
3234,3234,37.7317447368421,37.732648342105264,-122.435778,-122.43691811594204,37.732197,-122.436348,0.0,0.0,0.0,0.0,0.0,0,0
3235,3235,37.7317447368421,37.732648342105264,-122.43691811594204,-122.43805823188409,37.732197,-122.437488,2.0,0.0,0.0,1.0,0.0,0,1
3236,3236,37.7317447368421,37.732648342105264,-122.43805823188409,-122.43919834782608,37.732197,-122.438628,0.0,0.0,0.0,0.0,0.0,0,0
3237,3237,37.7317447368421,37.732648342105264,-122.43919834782608,-122.44033846376811,37.732197,-122.439768,4.0,0.0,0.0,0.0,0.0,0,0
3238,3238,37.7317447368421,37.732648342105264,-122.44033846376811,-122.44147857971016,37.732197,-122.440909,0.0,0.0,0.0,0.0,0.0,0,0
3239,3239,37.7317447368421,37.732648342105264,-122.44147857971016,-122.4426186956522,37.732197,-122.442049,4.0,0.0,0.0,0.0,0.0,0,0
3240,3240,37.7317447368421,37.732648342105264,-122.4426186956522,-122.4437588115942,37.732197,-122.443189,0.0,0.0,0.0,0.0,0.0,0,0
3241,3241,37.7317447368421,37.732648342105264,-122.4437588115942,-122.44489892753624,37.732197,-122.444329,1.0,0.0,0.0,0.0,0.0,0,0
3242,3242,37.7317447368421,37.732648342105264,-122.44489892753624,-122.44603904347828,37.732197,-122.445469,0.0,0.0,0.0,0.0,0.0,0,0
3243,3243,37.7317447368421,37.732648342105264,-122.44603904347828,-122.4471791594203,37.732197,-122.446609,0.0,0.0,0.0,0.0,0.0,0,0
3244,3244,37.7317447368421,37.732648342105264,-122.4471791594203,-122.44831927536232,37.732197,-122.447749,1.0,0.0,0.0,0.0,0.0,0,0
3245,3245,37.7317447368421,37.732648342105264,-122.44831927536232,-122.44945939130436,37.732197,-122.448889,4.0,0.0,0.0,0.0,0.0,0,0
3246,3246,37.7317447368421,37.732648342105264,-122.44945939130436,-122.45059950724638,37.732197,-122.450029,0.0,0.0,0.0,0.0,0.0,0,0
3247,3247,37.7317447368421,37.732648342105264,-122.45059950724638,-122.45173962318842,37.732197,-122.45117,4.0,0.0,0.0,0.0,0.0,0,0
