,Tile_ID,Lat1,Lat2,Long1,Long2,Mid_lat,Mid_long,Stop_Signs,Bus_stop,Paving,Future,Historical,Collision_rate,Collision_rate_score,Collision_binary
6193,6193,37.754334868421054,37.75523847368421,-122.40157452173914,-122.40271463768116,37.754787,-122.402145,10.0,3.0,2.0,2.0,0.0,0.0,0.0,0
2762,2762,37.72813031578947,37.72903392105263,-122.49734426086955,-122.4984843768116,37.728582,-122.497914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10526,10526,37.78867186842105,37.78957547368421,-122.46428089855073,-122.46542101449276,37.789124,-122.464851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10343,10343,37.78686465789474,37.78776826315789,-122.4905035652174,-122.49164368115945,37.787316,-122.491074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6108,6108,37.75343126315789,37.754334868421054,-122.435778,-122.43691811594204,37.753883,-122.436348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8324,8324,37.77059976315789,37.77150336842105,-122.48594310144928,-122.48708321739132,37.771052,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1365,1365,37.71909426315789,37.719997868421046,-122.37991231884058,-122.38105243478262,37.719546,-122.380482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3988,3988,37.73716636842105,37.738069973684205,-122.4711215942029,-122.47226171014492,37.737618,-122.471692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5188,5188,37.74620242105263,37.74710602631579,-122.46200066666668,-122.4631407826087,37.746654,-122.462571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11634,11634,37.80132234210527,37.80222594736842,-122.41525591304348,-122.41639602898552,37.801774,-122.415826,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10550,10550,37.78957547368421,37.79047907894737,-122.3890332463768,-122.39017336231883,37.790027,-122.389603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4057,4057,37.738069973684205,37.738973578947366,-122.41297568115942,-122.41411579710146,37.738522,-122.413546,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0
5670,5670,37.74981684210526,37.75072044736842,-122.47682217391304,-122.47796228985509,37.750269,-122.477392,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1310,1310,37.71819065789474,37.71909426315789,-122.46086055072465,-122.46200066666668,37.718642,-122.461431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4219,4219,37.738973578947366,37.73987718421053,-122.4631407826087,-122.46428089855073,37.739425,-122.463711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8827,8827,37.77511778947368,37.77602139473685,-122.41297568115942,-122.41411579710146,37.77557,-122.413546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4590,4590,37.74168439473684,37.742588,-122.4711215942029,-122.47226171014492,37.742136,-122.471692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5617,5617,37.74981684210526,37.75072044736842,-122.41639602898552,-122.41753614492754,37.750269,-122.416966,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1078,1078,37.716383447368415,37.717287052631576,-122.46884136231884,-122.46998147826088,37.716835,-122.469411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3375,3375,37.732648342105264,37.73355194736842,-122.45401985507247,-122.4551599710145,37.7331,-122.45459,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0
9417,9417,37.77963581578948,37.78053942105263,-122.44831927536232,-122.44945939130436,37.780088,-122.448889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4808,4808,37.74349160526316,37.74439521052632,-122.44033846376811,-122.44147857971016,37.743943,-122.440909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5781,5781,37.75072044736842,37.75162405263158,-122.46656113043478,-122.46770124637682,37.751172,-122.467131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5345,5345,37.74710602631579,37.74800963157895,-122.50532507246378,-122.5064651884058,37.747558,-122.505895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2154,2154,37.72451589473684,37.7254195,-122.40955533333334,-122.41069544927537,37.724968,-122.410125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7984,7984,37.76788894736842,37.76879255263158,-122.48366286956522,-122.48480298550726,37.768341,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3253,3253,37.7317447368421,37.732648342105264,-122.45744020289855,-122.4585803188406,37.732197,-122.45801,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
10684,10684,37.79047907894737,37.791382684210525,-122.44033846376811,-122.44147857971016,37.790931,-122.440909,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10342,10342,37.78686465789474,37.78776826315789,-122.48936344927536,-122.4905035652174,37.787316,-122.489934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12143,12143,37.80764757894737,37.80855118421053,-122.47682217391304,-122.47796228985509,37.808099,-122.477392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7103,7103,37.76156371052632,37.76246731578947,-122.3844727826087,-122.38561289855072,37.762016,-122.385043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11843,11843,37.804033157894736,37.8049367631579,-122.40727510144929,-122.40841521739132,37.804485,-122.407845,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9327,9327,37.77873221052632,37.77963581578948,-122.47340182608696,-122.474541942029,37.779184,-122.473972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7541,7541,37.76427452631579,37.76517813157895,-122.49392391304347,-122.49506402898552,37.764726,-122.494494,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4600,4600,37.74168439473684,37.742588,-122.4825227536232,-122.48366286956522,37.742136,-122.483093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8669,8669,37.77331057894737,37.77421418421052,-122.49164368115945,-122.49278379710144,37.773762,-122.492214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3277,3277,37.7317447368421,37.732648342105264,-122.48480298550726,-122.48594310144928,37.732197,-122.485373,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4104,4104,37.738069973684205,37.738973578947366,-122.46656113043478,-122.46770124637682,37.738522,-122.467131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5525,5525,37.7489132368421,37.74981684210526,-122.44831927536232,-122.44945939130436,37.749365,-122.448889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3373,3373,37.732648342105264,37.73355194736842,-122.45173962318842,-122.45287973913044,37.7331,-122.45231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
9983,9983,37.78415384210526,37.785057447368416,-122.4551599710145,-122.45630008695652,37.784606,-122.45573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2807,2807,37.72903392105263,37.72993752631579,-122.39587394202898,-122.39701405797102,37.729486,-122.396444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
887,887,37.71547984210526,37.716383447368415,-122.38333266666667,-122.3844727826087,37.715932,-122.383903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5569,5569,37.7489132368421,37.74981684210526,-122.4984843768116,-122.49962449275364,37.749365,-122.499054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2607,2607,37.72722671052631,37.72813031578947,-122.47340182608696,-122.474541942029,37.727679,-122.473972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3846,3846,37.736262763157896,37.73716636842105,-122.44603904347828,-122.4471791594203,37.736715,-122.446609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8453,8453,37.77150336842105,37.77240697368421,-122.50532507246378,-122.5064651884058,37.771955,-122.505895,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0
8867,8867,37.77511778947368,37.77602139473685,-122.4585803188406,-122.4597204347826,37.77557,-122.45915,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0
9120,9120,37.776925,37.77782860526315,-122.49278379710144,-122.49392391304347,37.777377,-122.493354,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0
4816,4816,37.74349160526316,37.74439521052632,-122.44945939130436,-122.45059950724638,37.743943,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1641,1641,37.72090147368421,37.72180507894737,-122.40955533333334,-122.41069544927537,37.721353,-122.410125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4357,4357,37.73987718421053,37.74078078947368,-122.48594310144928,-122.48708321739132,37.740329,-122.486513,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0
2678,2678,37.72813031578947,37.72903392105263,-122.40157452173914,-122.40271463768116,37.728582,-122.402145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5145,5145,37.74620242105263,37.74710602631579,-122.41297568115942,-122.41411579710146,37.746654,-122.413546,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0
5542,5542,37.7489132368421,37.74981684210526,-122.46770124637682,-122.46884136231884,37.749365,-122.468271,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7744,7744,37.7660817368421,37.76698534210526,-122.46770124637682,-122.46884136231884,37.766534,-122.468271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9827,9827,37.78325023684211,37.78415384210526,-122.40499486956524,-122.40613498550724,37.783702,-122.405565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3298,3298,37.7317447368421,37.732648342105264,-122.50874542028986,-122.50988553623188,37.732197,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7657,7657,37.76517813157895,37.7660817368421,-122.49734426086955,-122.4984843768116,37.76563,-122.497914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3201,3201,37.7317447368421,37.732648342105264,-122.39815417391306,-122.39929428985508,37.732197,-122.398724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2540,2540,37.72722671052631,37.72813031578947,-122.39701405797102,-122.39815417391306,37.727679,-122.397584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1926,1926,37.72270868421053,37.72361228947368,-122.44489892753624,-122.44603904347828,37.72316,-122.445469,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
4351,4351,37.73987718421053,37.74078078947368,-122.47910240579712,-122.48024252173914,37.740329,-122.479672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7791,7791,37.76698534210526,37.76788894736842,-122.3924535942029,-122.39359371014493,37.767437,-122.393024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,44,37.708251,37.70915460526315,-122.44147857971016,-122.4426186956522,37.708703,-122.442049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3537,3537,37.73355194736842,37.73445555263157,-122.50076460869566,-122.50190472463768,37.734004,-122.501335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12014,12014,37.80584036842105,37.806743973684206,-122.44489892753624,-122.44603904347828,37.806292,-122.445469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2013,2013,37.72361228947368,37.72451589473684,-122.39701405797102,-122.39815417391306,37.724064,-122.397584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3839,3839,37.736262763157896,37.73716636842105,-122.43805823188409,-122.43919834782608,37.736715,-122.438628,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2586,2586,37.72722671052631,37.72813031578947,-122.44945939130436,-122.45059950724638,37.727679,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10966,10966,37.79318989473684,37.7940935,-122.46770124637682,-122.46884136231884,37.793642,-122.468271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5065,5065,37.74529881578947,37.74620242105263,-122.4585803188406,-122.4597204347826,37.745751,-122.45915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1707,1707,37.72090147368421,37.72180507894737,-122.48480298550726,-122.48594310144928,37.721353,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3550,3550,37.73445555263157,37.735359157894734,-122.37991231884058,-122.38105243478262,37.734907,-122.380482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10506,10506,37.78867186842105,37.78957547368421,-122.44147857971016,-122.4426186956522,37.789124,-122.442049,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0
3781,3781,37.735359157894734,37.736262763157896,-122.50760530434783,-122.50874542028986,37.735811,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1620,1620,37.72090147368421,37.72180507894737,-122.38561289855072,-122.38675301449275,37.721353,-122.386183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2907,2907,37.72993752631579,37.73084113157894,-122.35711,-122.35825011594204,37.730389,-122.35768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6190,6190,37.754334868421054,37.75523847368421,-122.39815417391306,-122.39929428985508,37.754787,-122.398724,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0
7050,7050,37.76066010526316,37.76156371052632,-122.45630008695652,-122.45744020289855,37.761112,-122.45687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6225,6225,37.754334868421054,37.75523847368421,-122.43805823188409,-122.43919834782608,37.754787,-122.438628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4597,4597,37.74168439473684,37.742588,-122.47910240579712,-122.48024252173914,37.742136,-122.479672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5184,5184,37.74620242105263,37.74710602631579,-122.45744020289855,-122.4585803188406,37.746654,-122.45801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7897,7897,37.76788894736842,37.76879255263158,-122.3844727826087,-122.38561289855072,37.768341,-122.385043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9790,9790,37.78234663157895,37.78325023684211,-122.4905035652174,-122.49164368115945,37.782798,-122.491074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4378,4378,37.74078078947368,37.74168439473684,-122.36965127536232,-122.37079139130437,37.741233,-122.370221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
625,625,37.71276902631578,37.71367263157895,-122.46770124637682,-122.46884136231884,37.713221,-122.468271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
847,847,37.714576236842106,37.71547984210526,-122.46542101449276,-122.46656113043478,37.715028,-122.465991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4683,4683,37.742588,37.74349160526316,-122.43691811594204,-122.43805823188409,37.74304,-122.437488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3384,3384,37.732648342105264,37.73355194736842,-122.46428089855073,-122.46542101449276,37.7331,-122.464851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9310,9310,37.77873221052632,37.77963581578948,-122.45401985507247,-122.4551599710145,37.779184,-122.45459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10611,10611,37.78957547368421,37.79047907894737,-122.4585803188406,-122.4597204347826,37.790027,-122.45915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11179,11179,37.79590071052631,37.79680431578947,-122.4277971884058,-122.42893730434784,37.796353,-122.428367,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1748,1748,37.72180507894737,37.72270868421053,-122.38675301449275,-122.3878931304348,37.722257,-122.387323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10211,10211,37.78596105263158,37.78686465789474,-122.46428089855073,-122.46542101449276,37.786413,-122.464851,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4337,4337,37.73987718421053,37.74078078947368,-122.4631407826087,-122.46428089855073,37.740329,-122.463711,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11863,11863,37.804033157894736,37.8049367631579,-122.43007742028986,-122.43121753623188,37.804485,-122.430647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2790,2790,37.72903392105263,37.72993752631579,-122.3764919710145,-122.37763208695652,37.729486,-122.377062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5112,5112,37.74620242105263,37.74710602631579,-122.37535185507248,-122.3764919710145,37.746654,-122.375922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7053,7053,37.76066010526316,37.76156371052632,-122.4597204347826,-122.46086055072465,37.761112,-122.46029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3422,3422,37.732648342105264,37.73355194736842,-122.50760530434783,-122.50874542028986,37.7331,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5850,5850,37.75162405263158,37.75252765789473,-122.40727510144929,-122.40841521739132,37.752076,-122.407845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5317,5317,37.74710602631579,37.74800963157895,-122.47340182608696,-122.474541942029,37.747558,-122.473972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11951,11951,37.8049367631579,37.80584036842105,-122.45173962318842,-122.45287973913044,37.805389,-122.45231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
980,980,37.71547984210526,37.716383447368415,-122.48936344927536,-122.4905035652174,37.715932,-122.489934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5047,5047,37.74529881578947,37.74620242105263,-122.43805823188409,-122.43919834782608,37.745751,-122.438628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4953,4953,37.74439521052632,37.74529881578947,-122.46770124637682,-122.46884136231884,37.744847,-122.468271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
619,619,37.71276902631578,37.71367263157895,-122.46086055072465,-122.46200066666668,37.713221,-122.461431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2563,2563,37.72722671052631,37.72813031578947,-122.42323672463768,-122.42437684057973,37.727679,-122.423807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5958,5958,37.75252765789473,37.75343126315789,-122.39473382608696,-122.39587394202898,37.752979,-122.395304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1425,1425,37.71909426315789,37.719997868421046,-122.44831927536232,-122.44945939130436,37.719546,-122.448889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4448,4448,37.74078078947368,37.74168439473684,-122.44945939130436,-122.45059950724638,37.741233,-122.450029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2259,2259,37.7254195,37.72632310526316,-122.37991231884058,-122.38105243478262,37.725871,-122.380482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4932,4932,37.74439521052632,37.74529881578947,-122.4437588115942,-122.44489892753624,37.744847,-122.444329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1890,1890,37.72270868421053,37.72361228947368,-122.4038547536232,-122.40499486956524,37.72316,-122.404425,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0
1064,1064,37.716383447368415,37.717287052631576,-122.45287973913044,-122.45401985507247,37.716835,-122.45345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5423,5423,37.74800963157895,37.7489132368421,-122.46770124637682,-122.46884136231884,37.748461,-122.468271,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
5966,5966,37.75252765789473,37.75343126315789,-122.4038547536232,-122.40499486956524,37.752979,-122.404425,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0
5808,5808,37.75072044736842,37.75162405263158,-122.49734426086955,-122.4984843768116,37.751172,-122.497914,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4977,4977,37.74439521052632,37.74529881578947,-122.49506402898552,-122.49620414492756,37.744847,-122.495634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3667,3667,37.735359157894734,37.736262763157896,-122.37763208695652,-122.37877220289856,37.735811,-122.378202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11307,11307,37.79680431578947,37.79770792105264,-122.4825227536232,-122.48366286956522,37.797256,-122.483093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8197,8197,37.769696157894735,37.77059976315789,-122.46884136231884,-122.46998147826088,37.770148,-122.469411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
7377,7377,37.76337092105263,37.76427452631579,-122.435778,-122.43691811594204,37.763823,-122.436348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10782,10782,37.791382684210525,37.79228628947368,-122.45173962318842,-122.45287973913044,37.791834,-122.45231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11453,11453,37.79861152631579,37.79951513157894,-122.46884136231884,-122.46998147826088,37.799063,-122.469411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8635,8635,37.77331057894737,37.77421418421052,-122.45287973913044,-122.45401985507247,37.773762,-122.45345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5232,5232,37.74710602631579,37.74800963157895,-122.3764919710145,-122.37763208695652,37.747558,-122.377062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10361,10361,37.78776826315789,37.78867186842105,-122.3890332463768,-122.39017336231883,37.78822,-122.389603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11058,11058,37.7940935,37.79499710526316,-122.47682217391304,-122.47796228985509,37.794545,-122.477392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1171,1171,37.717287052631576,37.71819065789474,-122.44033846376811,-122.44147857971016,37.717739,-122.440909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8901,8901,37.77511778947368,37.77602139473685,-122.49734426086955,-122.4984843768116,37.77557,-122.497914,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
667,667,37.71367263157895,37.714576236842106,-122.3878931304348,-122.3890332463768,37.714124,-122.388463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5932,5932,37.75162405263158,37.75252765789473,-122.50076460869566,-122.50190472463768,37.752076,-122.501335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1657,1657,37.72090147368421,37.72180507894737,-122.4277971884058,-122.42893730434784,37.721353,-122.428367,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0
7330,7330,37.76246731578947,37.76337092105263,-122.51102565217391,-122.51216576811596,37.762919,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12144,12144,37.80764757894737,37.80855118421053,-122.47796228985509,-122.47910240579712,37.808099,-122.478532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8719,8719,37.77421418421052,37.77511778947368,-122.41753614492754,-122.41867626086956,37.774666,-122.418106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10840,10840,37.79228628947368,37.79318989473684,-122.4198163768116,-122.42095649275365,37.792738,-122.420386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3788,3788,37.736262763157896,37.73716636842105,-122.37991231884058,-122.38105243478262,37.736715,-122.380482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6236,6236,37.754334868421054,37.75523847368421,-122.45059950724638,-122.45173962318842,37.754787,-122.45117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9032,9032,37.776925,37.77782860526315,-122.3924535942029,-122.39359371014493,37.777377,-122.393024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6167,6167,37.75343126315789,37.754334868421054,-122.50304484057972,-122.50418495652174,37.753883,-122.503615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1517,1517,37.719997868421046,37.72090147368421,-122.41069544927537,-122.4118355652174,37.72045,-122.411266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6966,6966,37.7597565,37.76066010526316,-122.49164368115945,-122.49278379710144,37.760208,-122.492214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12099,12099,37.80764757894737,37.80855118421053,-122.4038547536232,-122.40499486956524,37.808099,-122.404425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11788,11788,37.80312955263157,37.804033157894736,-122.42551695652176,-122.42665707246375,37.803581,-122.426087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10447,10447,37.78776826315789,37.78867186842105,-122.48708321739132,-122.48822333333334,37.78822,-122.487653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5955,5955,37.75252765789473,37.75343126315789,-122.39131347826088,-122.3924535942029,37.752979,-122.391884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10504,10504,37.78867186842105,37.78957547368421,-122.43919834782608,-122.44033846376811,37.789124,-122.439768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2765,2765,37.72813031578947,37.72903392105263,-122.50076460869566,-122.50190472463768,37.728582,-122.501335,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
10513,10513,37.78867186842105,37.78957547368421,-122.44945939130436,-122.45059950724638,37.789124,-122.450029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
6871,6871,37.7597565,37.76066010526316,-122.38333266666667,-122.3844727826087,37.760208,-122.383903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1430,1430,37.71909426315789,37.719997868421046,-122.45401985507247,-122.4551599710145,37.719546,-122.45459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8178,8178,37.769696157894735,37.77059976315789,-122.4471791594203,-122.44831927536232,37.770148,-122.447749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3935,3935,37.73716636842105,37.738069973684205,-122.41069544927537,-122.4118355652174,37.737618,-122.411266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4442,4442,37.74078078947368,37.74168439473684,-122.4426186956522,-122.4437588115942,37.741233,-122.443189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4602,4602,37.74168439473684,37.742588,-122.48480298550726,-122.48594310144928,37.742136,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10978,10978,37.79318989473684,37.7940935,-122.48138263768116,-122.4825227536232,37.793642,-122.481953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4067,4067,37.738069973684205,37.738973578947366,-122.42437684057973,-122.42551695652176,37.738522,-122.424947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3393,3393,37.732648342105264,37.73355194736842,-122.474541942029,-122.47568205797104,37.7331,-122.475112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,204,37.70915460526315,37.71005821052631,-122.49506402898552,-122.49620414492756,37.709606,-122.495634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1714,1714,37.72090147368421,37.72180507894737,-122.49278379710144,-122.49392391304347,37.721353,-122.493354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2818,2818,37.72903392105263,37.72993752631579,-122.40841521739132,-122.40955533333334,37.729486,-122.408985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7952,7952,37.76788894736842,37.76879255263158,-122.4471791594203,-122.44831927536232,37.768341,-122.447749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1106,1106,37.716383447368415,37.717287052631576,-122.50076460869566,-122.50190472463768,37.716835,-122.501335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10894,10894,37.79228628947368,37.79318989473684,-122.48138263768116,-122.4825227536232,37.792738,-122.481953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7472,7472,37.76427452631579,37.76517813157895,-122.41525591304348,-122.41639602898552,37.764726,-122.415826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2592,2592,37.72722671052631,37.72813031578947,-122.45630008695652,-122.45744020289855,37.727679,-122.45687,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7842,7842,37.76698534210526,37.76788894736842,-122.45059950724638,-122.45173962318842,37.767437,-122.45117,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11852,11852,37.804033157894736,37.8049367631579,-122.41753614492754,-122.41867626086956,37.804485,-122.418106,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0
3625,3625,37.73445555263157,37.735359157894734,-122.46542101449276,-122.46656113043478,37.734907,-122.465991,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0
